id,year,stint,team,lg,g,ab,r,h,X2b,X3b,hr,rbi,sb,cs,bb,so,ibb,hbp,sh,sf,gidp,batting_average
browncl01,1934,1,CLE,AL,17,17,1,5,1,0,0,1.0,0.0,0.0,2,3.0,0.0,0.0,0.0,0.0,0.0,0.29411764705882354
chapmbe01,1934,1,NYA,AL,149,588,82,181,21,13,5,86.0,26.0,16.0,67,68.0,0.0,3.0,8.0,0.0,0.0,0.3078231292517007
coffmdi01,1934,1,SLA,AL,40,51,3,11,1,0,0,5.0,0.0,0.0,1,23.0,0.0,0.0,5.0,0.0,0.0,0.21568627450980393
cramedo01,1934,1,PHA,AL,153,649,99,202,29,9,6,46.0,1.0,5.0,40,35.0,0.0,2.0,12.0,0.0,0.0,0.31124807395993837
cronijo01,1934,1,WS1,AL,127,504,68,143,30,9,7,101.0,8.0,0.0,53,28.0,0.0,1.0,9.0,0.0,0.0,0.2837301587301587
crosefr01,1934,1,NYA,AL,138,554,85,147,22,10,11,67.0,5.0,6.0,61,58.0,0.0,5.0,12.0,0.0,0.0,0.26534296028880866
dickebi01,1934,1,NYA,AL,104,395,56,127,24,4,12,72.0,0.0,3.0,38,18.0,0.0,2.0,3.0,0.0,0.0,0.32151898734177214
dietrbi01,1934,1,PHA,AL,40,72,6,15,2,1,1,4.0,0.0,0.0,7,32.0,0.0,0.0,4.0,0.0,0.0,0.20833333333333334
dykesji01,1934,1,CHA,AL,127,456,52,122,17,4,7,82.0,1.0,1.0,64,28.0,0.0,4.0,12.0,0.0,0.0,0.2675438596491228
ferreri01,1934,1,BOS,AL,132,437,50,130,29,4,1,48.0,0.0,0.0,66,20.0,0.0,0.0,4.0,0.0,0.0,0.2974828375286041
ferrewe01,1934,1,BOS,AL,34,78,12,22,4,0,4,17.0,1.0,0.0,7,15.0,0.0,0.0,3.0,0.0,0.0,0.28205128205128205
finnelo01,1934,1,PHA,AL,92,272,32,76,11,4,1,28.0,4.0,3.0,14,17.0,0.0,0.0,7.0,0.0,0.0,0.27941176470588236
foxxji01,1934,1,PHA,AL,150,539,120,180,28,6,44,130.0,11.0,2.0,111,75.0,0.0,1.0,1.0,0.0,0.0,0.3339517625231911
galehde01,1934,1,CLE,AL,1,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,
gehrich01,1934,1,DET,AL,154,601,134,214,50,7,11,127.0,11.0,8.0,99,25.0,0.0,3.0,5.0,0.0,0.0,0.3560732113144759
gehrilo01,1934,1,NYA,AL,154,579,128,210,40,6,49,165.0,9.0,5.0,109,31.0,0.0,2.0,0.0,0.0,0.0,0.3626943005181347
gosligo01,1934,1,DET,AL,151,614,106,187,38,7,13,100.0,5.0,4.0,65,38.0,0.0,2.0,5.0,0.0,0.0,0.30456026058631924
grimebu01,1934,2,NYA,AL,10,2,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
grovele01,1934,1,BOS,AL,22,37,4,6,1,0,1,4.0,0.0,0.0,2,13.0,0.0,0.0,3.0,0.0,0.0,0.16216216216216217
hadlebu01,1934,1,SLA,AL,39,64,2,13,1,0,0,5.0,0.0,0.0,3,10.0,0.0,0.0,6.0,0.0,0.0,0.203125
hardeme01,1934,1,CLE,AL,44,87,9,14,6,0,0,5.0,0.0,0.0,3,24.0,0.0,0.0,9.0,0.0,0.0,0.16091954022988506
hayesfr01,1934,1,PHA,AL,92,248,24,56,10,0,6,30.0,2.0,1.0,20,44.0,0.0,1.0,2.0,0.0,0.0,0.22580645161290322
haywora01,1934,1,DET,AL,54,167,20,49,5,2,0,27.0,0.0,2.0,16,22.0,0.0,0.0,0.0,0.0,0.0,0.2934131736526946
hemslro01,1934,1,SLA,AL,123,431,47,133,31,7,2,52.0,6.0,2.0,29,37.0,0.0,2.0,11.0,0.0,0.0,0.308584686774942
higgipi01,1934,1,PHA,AL,144,543,89,179,37,6,16,90.0,9.0,2.0,56,70.0,0.0,0.0,7.0,0.0,0.0,0.3296500920810313
hoagmy01,1934,1,NYA,AL,97,251,45,67,8,2,3,34.0,1.0,3.0,21,21.0,0.0,0.0,3.0,0.0,0.0,0.26693227091633465
hornsro01,1934,1,SLA,AL,24,23,2,7,2,0,1,11.0,0.0,0.0,7,4.0,0.0,1.0,0.0,0.0,0.0,0.30434782608695654
hudliwi01,1934,1,CLE,AL,36,68,5,14,4,0,1,2.0,0.0,0.0,6,20.0,0.0,0.0,5.0,0.0,0.0,0.20588235294117646
jonessa01,1934,1,CHA,AL,31,60,9,12,3,0,0,6.0,0.0,1.0,8,13.0,0.0,1.0,4.0,0.0,0.0,0.2
judgejo01,1934,1,BOS,AL,10,15,3,5,2,0,0,2.0,0.0,0.0,2,1.0,0.0,0.0,1.0,0.0,0.0,0.3333333333333333
kenneve01,1934,1,CHA,AL,3,7,0,2,0,0,0,0.0,0.0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.2857142857142857
kressre01,1934,1,CHA,AL,8,14,3,4,0,0,0,1.0,0.0,0.0,3,3.0,0.0,0.0,0.0,0.0,0.0,0.2857142857142857
kressre01,1934,2,WS1,AL,56,171,18,39,4,3,4,24.0,3.0,0.0,17,19.0,0.0,0.0,2.0,0.0,0.0,0.22807017543859648
kuheljo01,1934,1,WS1,AL,63,263,49,76,12,3,3,25.0,2.0,7.0,30,14.0,0.0,1.0,5.0,0.0,0.0,0.2889733840304182
laryly01,1934,1,NYA,AL,1,0,0,0,0,0,0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,
laryly01,1934,2,BOS,AL,129,419,58,101,20,4,2,54.0,12.0,5.0,66,51.0,0.0,0.0,15.0,0.0,0.0,0.24105011933174225
lazzeto01,1934,1,NYA,AL,123,438,59,117,24,6,14,67.0,11.0,1.0,71,64.0,0.0,0.0,5.0,0.0,0.0,0.2671232876712329
leeth01,1934,1,CLE,AL,24,21,1,2,1,0,0,1.0,0.0,0.0,1,11.0,0.0,0.0,0.0,0.0,0.0,0.09523809523809523
lyonste01,1934,1,CHA,AL,50,97,9,20,4,0,1,16.0,0.0,0.0,3,19.0,0.0,2.0,4.0,0.0,0.0,0.20618556701030927
macfada01,1934,1,NYA,AL,22,39,2,4,1,1,0,4.0,0.0,0.0,0,14.0,0.0,0.0,1.0,0.0,0.0,0.10256410256410256
manushe01,1934,1,WS1,AL,137,556,88,194,42,11,11,89.0,7.0,3.0,36,23.0,0.0,3.0,10.0,0.0,0.0,0.3489208633093525
marbefi01,1934,1,DET,AL,38,55,7,12,4,0,0,9.0,0.0,0.0,4,4.0,0.0,1.0,1.0,0.0,0.0,0.21818181818181817
mcnaier01,1934,1,PHA,AL,151,599,80,168,20,4,17,82.0,7.0,8.0,35,42.0,0.0,1.0,8.0,0.0,0.0,0.28046744574290483
millebi02,1934,1,PHA,AL,81,177,22,43,10,2,1,22.0,1.0,0.0,16,14.0,0.0,1.0,3.0,0.0,0.0,0.24293785310734464
myattgl01,1934,1,CLE,AL,36,107,18,34,6,1,0,12.0,1.0,0.0,13,5.0,0.0,0.0,1.0,0.0,0.0,0.3177570093457944
myerbu01,1934,1,WS1,AL,139,524,103,160,33,8,3,57.0,6.0,6.0,102,32.0,0.0,1.0,9.0,0.0,0.0,0.3053435114503817
newsobo01,1934,1,SLA,AL,50,93,6,17,2,0,0,8.0,0.0,1.0,2,10.0,0.0,0.0,3.0,0.0,0.0,0.1827956989247312
osterfr01,1934,1,BOS,AL,33,78,4,13,2,1,0,4.0,0.0,0.0,4,8.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666
pennohe01,1934,1,BOS,AL,30,14,2,3,0,0,0,1.0,0.0,0.0,0,4.0,0.0,0.0,1.0,0.0,0.0,0.21428571428571427
perkicy01,1934,1,DET,AL,1,1,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ricesa01,1934,1,CLE,AL,97,335,48,98,19,1,1,33.0,5.0,1.0,28,9.0,0.0,2.0,2.0,0.0,0.0,0.29253731343283584
rowesc01,1934,1,DET,AL,51,109,15,33,8,1,2,22.0,0.0,0.0,6,20.0,0.0,0.0,4.0,0.0,0.0,0.30275229357798167
ruelmu01,1934,1,CHA,AL,22,57,4,12,3,0,0,7.0,0.0,0.0,8,5.0,0.0,0.0,2.0,0.0,0.0,0.21052631578947367
ruffire01,1934,1,NYA,AL,45,113,11,28,3,0,2,13.0,0.0,0.0,3,17.0,0.0,1.0,0.0,0.0,0.0,0.24778761061946902
russeja01,1934,1,WS1,AL,54,44,3,7,1,2,0,4.0,0.0,0.0,10,13.0,0.0,0.0,2.0,0.0,0.0,0.1590909090909091
ruthba01,1934,1,NYA,AL,125,365,78,105,17,4,22,84.0,1.0,3.0,104,63.0,0.0,2.0,0.0,0.0,0.0,0.2876712328767123
sewellu01,1934,1,WS1,AL,72,207,21,49,7,3,2,21.0,0.0,1.0,22,10.0,0.0,1.0,1.0,0.0,0.0,0.23671497584541062
simmoal01,1934,1,CHA,AL,138,558,102,192,36,7,18,104.0,3.0,2.0,53,58.0,0.0,2.0,0.0,0.0,0.0,0.34408602150537637
tayloza02,1934,1,NYA,AL,4,7,0,1,0,0,0,0.0,0.0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.14285714285714285
thomato02,1934,1,WS1,AL,33,38,2,7,0,0,0,2.0,0.0,0.0,2,8.0,0.0,0.0,7.0,0.0,0.0,0.18421052631578946
uhlege01,1934,1,NYA,AL,10,5,1,3,0,1,0,1.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.6
walberu01,1934,1,BOS,AL,30,32,2,6,1,0,0,7.0,0.0,0.0,1,8.0,0.0,0.0,1.0,0.0,0.0,0.1875
walkedi02,1934,1,NYA,AL,17,17,2,2,0,0,0,0.0,0.0,0.0,1,3.0,0.0,0.0,1.0,0.0,0.0,0.11764705882352941
walkege02,1934,1,DET,AL,98,347,54,104,19,2,6,39.0,20.0,9.0,19,20.0,0.0,2.0,5.0,0.0,0.0,0.29971181556195964
waltebu01,1934,1,BOS,AL,23,88,10,19,4,4,4,18.0,0.0,0.0,3,12.0,0.0,0.0,0.0,0.0,0.0,0.2159090909090909
westsa01,1934,1,SLA,AL,122,482,90,157,22,10,9,55.0,3.0,5.0,62,55.0,0.0,0.0,10.0,0.0,0.0,0.3257261410788382
whiteea01,1934,1,WS1,AL,35,85,12,17,2,0,1,8.0,0.0,0.0,11,17.0,0.0,0.0,6.0,0.0,0.0,0.2
wyattwh01,1934,1,CHA,AL,23,26,1,6,1,0,0,2.0,0.0,0.0,1,5.0,0.0,0.0,1.0,0.0,0.0,0.23076923076923078
allenet01,1934,1,PHI,NL,145,581,87,192,42,4,10,85.0,6.0,0.0,33,47.0,0.0,3.0,16.0,0.0,16.0,0.3304647160068847
bartedi01,1934,1,PHI,NL,146,604,102,187,30,4,0,37.0,13.0,0.0,64,59.0,0.0,9.0,9.0,0.0,11.0,0.30960264900662254
bentola01,1934,1,CIN,NL,16,7,0,2,0,0,0,1.0,0.0,0.0,0,3.0,0.0,0.0,0.0,0.0,0.0,0.2857142857142857
bottoji01,1934,1,CIN,NL,142,556,72,158,31,11,11,78.0,1.0,0.0,33,40.0,0.0,0.0,3.0,0.0,9.0,0.2841726618705036
bushgu01,1934,1,CHN,NL,41,70,4,16,1,0,0,10.0,2.0,0.0,2,13.0,0.0,0.0,6.0,0.0,4.0,0.22857142857142856
cavarph01,1934,1,CHN,NL,7,21,5,8,0,1,1,6.0,1.0,0.0,2,3.0,0.0,0.0,0.0,0.0,0.0,0.38095238095238093
cuccito01,1934,1,BRO,NL,140,528,59,138,32,2,14,94.0,0.0,0.0,49,45.0,0.0,1.0,9.0,0.0,8.0,0.26136363636363635
cuyleki01,1934,1,CHN,NL,142,559,80,189,42,8,6,69.0,15.0,0.0,31,62.0,0.0,4.0,13.0,0.0,10.0,0.33810375670840787
daviscu01,1934,1,PHI,NL,51,95,9,20,2,0,1,7.0,0.0,0.0,1,17.0,0.0,0.0,7.0,0.0,3.0,0.21052631578947367
davissp01,1934,1,SLN,NL,107,347,45,104,22,4,9,65.0,0.0,0.0,34,27.0,0.0,2.0,1.0,0.0,12.0,0.29971181556195964
derripa01,1934,1,CIN,NL,47,92,6,18,2,2,0,4.0,0.0,0.0,3,21.0,0.0,0.0,3.0,0.0,6.0,0.1956521739130435
durocle01,1934,1,SLN,NL,146,500,62,130,26,5,3,70.0,2.0,0.0,33,40.0,0.0,2.0,6.0,0.0,16.0,0.26
fitzsfr01,1934,1,NY1,NL,38,95,12,22,2,1,2,8.0,0.0,0.0,3,12.0,0.0,2.0,2.0,0.0,6.0,0.23157894736842105
frencla01,1934,1,PIT,NL,49,84,8,16,3,0,0,6.0,0.0,0.0,4,16.0,0.0,0.0,10.0,0.0,3.0,0.19047619047619047
freylo01,1934,1,BRO,NL,125,490,77,139,24,5,8,57.0,11.0,0.0,52,54.0,0.0,5.0,9.0,0.0,7.0,0.2836734693877551
friscfr01,1934,1,SLN,NL,140,550,74,168,30,6,3,75.0,11.0,0.0,45,10.0,0.0,1.0,10.0,0.0,17.0,0.3054545454545455
galanau01,1934,1,CHN,NL,66,192,31,50,6,2,5,22.0,4.0,0.0,16,15.0,0.0,0.0,0.0,0.0,2.0,0.2604166666666667
grimebu01,1934,1,SLN,NL,4,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,
grimebu01,1934,3,PIT,NL,8,7,0,1,0,0,0,0.0,0.0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.14285714285714285
grimmch01,1934,1,CHN,NL,75,267,24,79,8,1,5,47.0,1.0,0.0,16,12.0,0.0,1.0,2.0,0.0,9.0,0.2958801498127341
hackst01,1934,1,CHN,NL,111,402,54,116,16,6,1,21.0,11.0,0.0,45,42.0,0.0,2.0,9.0,0.0,8.0,0.2885572139303483
haineje01,1934,1,SLN,NL,37,19,1,3,0,0,0,0.0,0.0,0.0,1,5.0,0.0,0.0,1.0,0.0,1.0,0.15789473684210525
hartnga01,1934,1,CHN,NL,130,438,58,131,21,1,22,90.0,0.0,0.0,37,46.0,0.0,3.0,9.0,0.0,15.0,0.2990867579908676
hermabi01,1934,1,CHN,NL,113,456,79,138,21,6,3,42.0,6.0,0.0,34,31.0,0.0,3.0,8.0,0.0,8.0,0.3026315789473684
hoytwa01,1934,1,PIT,NL,48,56,2,10,1,0,0,7.0,0.0,0.0,4,8.0,0.0,0.0,2.0,0.0,3.0,0.17857142857142858
hubbeca01,1934,1,NY1,NL,49,117,9,23,1,0,0,9.0,0.0,0.0,4,11.0,0.0,0.0,3.0,0.0,0.0,0.19658119658119658
jackstr01,1934,1,NY1,NL,137,523,75,140,26,7,16,101.0,1.0,0.0,37,71.0,0.0,0.0,14.0,0.0,15.0,0.2676864244741874
johnssi01,1934,1,CIN,NL,46,72,3,10,0,1,0,1.0,0.0,0.0,2,24.0,0.0,0.0,0.0,0.0,0.0,0.1388888888888889
johnssy01,1934,1,CIN,NL,2,2,1,1,0,0,1,2.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.5
johnssy01,1934,2,PHI,NL,42,41,8,8,1,0,0,3.0,0.0,0.0,3,13.0,0.0,0.0,2.0,0.0,1.0,0.1951219512195122
jurgebi01,1934,1,CHN,NL,100,358,43,88,15,2,8,33.0,1.0,0.0,19,34.0,0.0,3.0,5.0,0.0,10.0,0.24581005586592178
kleinch01,1934,1,CHN,NL,115,435,78,131,27,2,20,80.0,3.0,0.0,47,38.0,0.0,2.0,1.0,0.0,6.0,0.30114942528735633
leebi02,1934,1,CHN,NL,40,76,6,10,3,0,0,7.0,0.0,0.0,4,11.0,0.0,0.0,3.0,0.0,3.0,0.13157894736842105
leonadu02,1934,1,BRO,NL,44,67,3,12,3,1,0,4.0,0.0,0.0,0,16.0,0.0,0.0,5.0,0.0,5.0,0.1791044776119403
lombaer01,1934,1,CIN,NL,132,417,42,127,19,4,9,62.0,0.0,0.0,16,22.0,0.0,3.0,0.0,0.0,24.0,0.30455635491606714
lopezal01,1934,1,BRO,NL,140,439,58,120,23,2,7,54.0,2.0,0.0,49,44.0,0.0,2.0,14.0,0.0,15.0,0.2733485193621868
lucasre01,1934,1,PIT,NL,68,105,11,23,5,1,0,8.0,1.0,0.0,6,16.0,0.0,0.0,1.0,0.0,2.0,0.21904761904761905
luquedo01,1934,1,NY1,NL,26,7,0,2,1,0,0,1.0,0.0,0.0,0,1.0,0.0,0.0,1.0,0.0,0.0,0.2857142857142857
mancugu01,1934,1,NY1,NL,122,383,32,94,14,0,7,46.0,0.0,0.0,27,19.0,0.0,0.0,12.0,0.0,9.0,0.2454308093994778
mcmanma01,1934,1,BSN,NL,119,435,56,120,18,0,8,47.0,5.0,0.0,32,42.0,0.0,3.0,2.0,0.0,13.0,0.27586206896551724
medwijo01,1934,1,SLN,NL,149,620,110,198,40,18,18,106.0,3.0,0.0,21,83.0,0.0,1.0,4.0,0.0,15.0,0.3193548387096774
moorege03,1934,1,SLN,NL,9,18,2,5,1,0,0,1.0,0.0,0.0,2,2.0,0.0,0.0,0.0,0.0,0.0,0.2777777777777778
ofarrbo01,1934,1,CIN,NL,44,123,10,30,8,3,1,9.0,0.0,0.0,11,19.0,0.0,0.0,5.0,0.0,5.0,0.24390243902439024
ofarrbo01,1934,2,CHN,NL,22,67,3,15,3,0,0,5.0,0.0,0.0,3,11.0,0.0,0.0,1.0,0.0,1.0,0.22388059701492538
ottme01,1934,1,NY1,NL,153,582,119,190,29,10,35,135.0,0.0,0.0,85,43.0,0.0,3.0,1.0,0.0,10.0,0.32646048109965636
rootch01,1934,1,CHN,NL,34,40,3,7,3,0,2,4.0,0.0,0.0,0,13.0,0.0,0.0,1.0,0.0,0.0,0.175
smithbo02,1934,1,BSN,NL,42,36,5,9,1,0,0,3.0,0.0,0.0,0,1.0,0.0,0.0,2.0,0.0,0.0,0.25
staintu01,1934,1,CHN,NL,104,359,47,110,14,3,2,46.0,7.0,0.0,8,42.0,0.0,3.0,7.0,0.0,4.0,0.3064066852367688
theveto01,1934,1,PIT,NL,122,446,37,121,16,2,0,54.0,0.0,0.0,20,20.0,0.0,2.0,4.0,0.0,15.0,0.2713004484304933
traynpi01,1934,1,PIT,NL,119,444,62,137,22,10,1,61.0,3.0,0.0,21,27.0,0.0,1.0,2.0,0.0,23.0,0.30855855855855857
vanceda01,1934,1,SLN,NL,19,15,1,2,0,0,1,1.0,0.0,0.0,0,6.0,0.0,0.0,1.0,0.0,2.0,0.13333333333333333
vanceda01,1934,2,CIN,NL,6,4,1,1,1,0,0,0.0,0.0,0.0,0,2.0,0.0,0.0,0.0,0.0,0.0,0.25
waltebu01,1934,2,PHI,NL,83,300,36,78,20,3,4,38.0,1.0,0.0,19,54.0,0.0,2.0,3.0,0.0,11.0,0.26
wanerll01,1934,1,PIT,NL,140,611,95,173,27,6,1,48.0,6.0,0.0,38,12.0,0.0,1.0,0.0,0.0,5.0,0.28314238952536824
wanerpa01,1934,1,PIT,NL,146,599,122,217,32,16,14,90.0,8.0,0.0,68,24.0,0.0,2.0,8.0,0.0,15.0,0.3622704507512521
warnelo01,1934,1,CHN,NL,52,113,12,22,3,0,0,8.0,0.0,0.0,3,9.0,0.0,0.0,2.0,0.0,2.0,0.19469026548672566
wilsoji01,1934,1,PHI,NL,91,277,25,81,11,0,3,35.0,1.0,0.0,14,10.0,0.0,0.0,4.0,0.0,11.0,0.2924187725631769
zachato01,1934,1,BSN,NL,5,8,1,0,0,0,0,0.0,0.0,0.0,0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
zachato01,1934,2,BRO,NL,24,38,1,7,1,0,0,8.0,0.0,0.0,6,9.0,0.0,0.0,0.0,0.0,0.0,0.18421052631578946
allenjo02,1935,1,NYA,AL,23,67,12,15,1,0,1,12.0,0.0,0.0,3,13.0,0.0,0.0,3.0,0.0,0.0,0.22388059701492538
applilu01,1935,1,CHA,AL,153,525,94,161,28,6,1,71.0,12.0,6.0,122,40.0,0.0,0.0,7.0,0.0,0.0,0.30666666666666664
bergmo01,1935,1,BOS,AL,38,98,13,28,5,0,2,12.0,0.0,0.0,5,3.0,0.0,0.0,2.0,0.0,0.0,0.2857142857142857
bluegos01,1935,1,WS1,AL,100,320,44,84,14,3,0,34.0,2.0,2.0,37,21.0,0.0,1.0,5.0,0.0,0.0,0.2625
bridgto01,1935,1,DET,AL,36,109,9,26,5,1,0,10.0,0.0,0.0,6,24.0,0.0,0.0,4.0,0.0,0.0,0.23853211009174313
browncl01,1935,1,CLE,AL,23,10,1,2,0,0,0,0.0,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.2
chapmbe01,1935,1,NYA,AL,140,553,118,160,38,8,8,74.0,17.0,10.0,61,39.0,0.0,1.0,14.0,0.0,0.0,0.28933092224231466
coffmdi01,1935,1,SLA,AL,41,41,4,6,2,0,0,2.0,0.0,0.0,6,13.0,0.0,0.0,4.0,0.0,0.0,0.14634146341463414
cramedo01,1935,1,PHA,AL,149,644,96,214,37,4,3,70.0,6.0,7.0,37,34.0,0.0,5.0,15.0,0.0,0.0,0.33229813664596275
cronijo01,1935,1,BOS,AL,144,556,70,164,37,14,9,95.0,3.0,3.0,63,40.0,0.0,3.0,8.0,0.0,0.0,0.2949640287769784
crosefr01,1935,1,NYA,AL,87,305,49,78,17,6,8,50.0,3.0,1.0,41,27.0,0.0,4.0,1.0,0.0,0.0,0.25573770491803277
dahlgba01,1935,1,BOS,AL,149,525,77,138,27,7,9,63.0,6.0,5.0,56,67.0,0.0,3.0,12.0,0.0,0.0,0.26285714285714284
dickebi01,1935,1,NYA,AL,120,448,54,125,26,6,14,81.0,1.0,1.0,35,11.0,0.0,6.0,2.0,0.0,0.0,0.27901785714285715
dietrbi01,1935,1,PHA,AL,44,60,1,5,2,0,0,2.0,0.0,0.0,1,25.0,0.0,0.0,3.0,0.0,0.0,0.08333333333333333
dykesji01,1935,1,CHA,AL,117,403,45,116,24,2,4,61.0,4.0,3.0,59,28.0,0.0,2.0,9.0,0.0,0.0,0.2878411910669975
ferreri01,1935,1,BOS,AL,133,458,54,138,34,4,3,61.0,5.0,8.0,65,15.0,0.0,0.0,13.0,0.0,0.0,0.30131004366812225
ferrewe01,1935,1,BOS,AL,75,150,25,52,5,1,7,32.0,0.0,0.0,21,16.0,0.0,0.0,8.0,0.0,0.0,0.3466666666666667
finnelo01,1935,1,PHA,AL,109,410,45,112,11,6,0,31.0,7.0,2.0,18,18.0,0.0,2.0,4.0,0.0,0.0,0.2731707317073171
foxxji01,1935,1,PHA,AL,147,535,118,185,33,7,36,115.0,6.0,4.0,114,99.0,0.0,0.0,0.0,0.0,0.0,0.34579439252336447
galehde01,1935,1,CLE,AL,5,4,0,1,0,0,0,0.0,0.0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.25
gehrich01,1935,1,DET,AL,150,610,123,201,32,8,19,108.0,11.0,4.0,79,16.0,0.0,3.0,17.0,0.0,0.0,0.3295081967213115
gehrilo01,1935,1,NYA,AL,149,535,125,176,26,10,30,119.0,8.0,7.0,132,38.0,0.0,5.0,0.0,0.0,0.0,0.32897196261682243
gosligo01,1935,1,DET,AL,147,590,88,172,34,6,9,109.0,5.0,4.0,56,31.0,0.0,2.0,3.0,0.0,0.0,0.29152542372881357
grovele01,1935,1,BOS,AL,35,89,5,7,1,1,1,5.0,0.0,0.0,13,49.0,0.0,0.0,6.0,0.0,0.0,0.07865168539325842
hadlebu01,1935,1,WS1,AL,35,77,5,15,4,0,0,12.0,0.0,0.0,9,9.0,0.0,1.0,7.0,0.0,0.0,0.19480519480519481
hardeme01,1935,1,CLE,AL,42,102,11,21,1,0,2,10.0,0.0,0.0,2,29.0,0.0,0.0,7.0,0.0,0.0,0.20588235294117646
haywora01,1935,1,DET,AL,51,175,22,54,14,2,0,22.0,0.0,0.0,9,14.0,0.0,0.0,6.0,0.0,0.0,0.30857142857142855
hemslro01,1935,1,SLA,AL,144,504,57,146,32,7,0,48.0,3.0,2.0,44,41.0,0.0,2.0,10.0,0.0,0.0,0.2896825396825397
higgipi01,1935,1,PHA,AL,133,524,69,155,32,4,23,94.0,6.0,2.0,42,62.0,0.0,2.0,5.0,0.0,0.0,0.2958015267175573
hoagmy01,1935,1,NYA,AL,48,110,13,28,4,1,1,13.0,4.0,2.0,12,19.0,0.0,0.0,2.0,0.0,0.0,0.2545454545454545
hornsro01,1935,1,SLA,AL,10,24,1,5,3,0,0,3.0,0.0,0.0,3,6.0,0.0,0.0,0.0,0.0,0.0,0.20833333333333334
hudliwi01,1935,1,CLE,AL,37,86,10,24,7,0,1,8.0,0.0,0.0,6,19.0,0.0,0.0,1.0,0.0,0.0,0.27906976744186046
jonessa01,1935,1,CHA,AL,22,48,8,8,1,0,0,1.0,0.0,0.0,10,16.0,0.0,0.0,3.0,0.0,0.0,0.16666666666666666
kenneve01,1935,1,CHA,AL,31,73,5,18,3,1,0,10.0,0.0,0.0,1,18.0,0.0,0.0,7.0,0.0,0.0,0.2465753424657534
kressre01,1935,1,WS1,AL,84,252,32,75,13,4,2,42.0,3.0,3.0,25,16.0,0.0,0.0,2.0,0.0,0.0,0.2976190476190476
kuheljo01,1935,1,WS1,AL,151,633,99,165,25,9,2,74.0,5.0,4.0,78,44.0,0.0,4.0,8.0,0.0,0.0,0.26066350710900477
laryly01,1935,1,WS1,AL,39,103,8,20,4,0,0,7.0,3.0,0.0,12,10.0,0.0,0.0,7.0,0.0,0.0,0.1941747572815534
laryly01,1935,2,SLA,AL,93,371,78,107,25,7,2,35.0,25.0,4.0,64,43.0,0.0,2.0,3.0,0.0,0.0,0.2884097035040431
lazzeto01,1935,1,NYA,AL,130,477,72,130,18,6,13,83.0,11.0,5.0,63,75.0,0.0,3.0,1.0,0.0,0.0,0.27253668763102723
leeth01,1935,1,CLE,AL,32,61,6,12,2,0,0,7.0,0.0,0.0,3,17.0,0.0,1.0,3.0,0.0,0.0,0.19672131147540983
lyonste01,1935,1,CHA,AL,29,82,5,18,4,0,0,6.0,0.0,0.0,3,4.0,0.0,1.0,3.0,0.0,0.0,0.21951219512195122
manushe01,1935,1,WS1,AL,119,479,68,131,26,9,4,56.0,2.0,0.0,35,17.0,0.0,4.0,1.0,0.0,0.0,0.27348643006263046
marbefi01,1935,1,DET,AL,5,5,0,1,0,0,0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.2
mcnaier01,1935,1,PHA,AL,137,526,55,142,22,2,4,57.0,3.0,7.0,35,33.0,0.0,3.0,9.0,0.0,0.0,0.26996197718631176
millebi02,1935,1,BOS,AL,78,138,18,42,8,1,3,26.0,0.0,1.0,10,8.0,0.0,1.0,5.0,0.0,0.0,0.30434782608695654
moseswa01,1935,1,PHA,AL,85,345,60,112,21,3,5,35.0,3.0,4.0,25,18.0,0.0,3.0,0.0,0.0,0.0,0.32463768115942027
myattgl01,1935,1,CLE,AL,10,36,1,3,1,0,0,2.0,0.0,0.0,4,3.0,0.0,0.0,0.0,0.0,0.0,0.08333333333333333
myerbu01,1935,1,WS1,AL,151,616,115,215,36,11,5,100.0,7.0,6.0,96,40.0,0.0,4.0,4.0,0.0,0.0,0.349025974025974
newsobo01,1935,1,SLA,AL,7,11,0,1,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,2.0,0.0,0.0,0.09090909090909091
newsobo01,1935,2,WS1,AL,28,73,6,22,2,1,0,10.0,1.0,0.0,3,9.0,0.0,0.0,4.0,0.0,0.0,0.3013698630136986
osterfr01,1935,1,BOS,AL,22,49,3,14,1,0,0,7.0,0.0,0.0,2,5.0,0.0,1.0,2.0,0.0,0.0,0.2857142857142857
